"date","apparentTemperatureMax","apparentTemperatureMin","humidity","energy_sum"
2012-05-19,12.18,6.81,0.82,9.00107697252818
2012-05-20,16.22,7.07,0.82,9.7905447522859
2012-10-16,16.6,7.41,0.82,9.87523371759487
2012-06-04,15,7.54,0.82,8.83711173493718
2012-10-08,14.23,7.73,0.82,10.1282461222653
2013-10-05,19.19,8.76,0.82,9.15231432281106
2013-11-02,15.08,10.27,0.82,9.97770980213749
2012-05-07,17.24,10.43,0.82,10.5126464603646
2012-09-26,16.61,10.57,0.82,9.34498083536413
2013-09-30,17.28,11.76,0.82,8.84567420331545
2012-06-05,18.13,12.52,0.82,9.22631783055333
2013-08-16,20.22,14.12,0.82,7.85564854084881
2012-07-05,18.7,14.78,0.82,8.08792295271389
2012-06-26,22.78,17.74,0.82,8.2293715651374
2013-01-17,2.88,-3.86,0.83,13.2786870223373
2012-01-17,5.21,-3.24,0.83,13.2670712688196
2013-02-25,0.59,-2.46,0.83,13.0590554935714
2013-02-27,2.67,-1.82,0.83,12.0587594795017
2011-12-06,3.77,-1.61,0.83,11.6734166666667
2012-11-29,3.18,-1.39,0.83,12.0609808359609
2013-01-12,0.07,-1.06,0.83,13.0604536041583
2013-02-18,5.22,-0.63,0.83,11.5102278203724
2012-11-28,3.34,-0.33,0.83,11.9646678712349
2012-12-08,4.69,0.01,0.83,12.7869867960572
2012-01-13,4.61,0.08,0.83,12.5227568759174
2014-01-24,5.72,0.19,0.83,11.4098802288674
2013-12-01,8.59,0.21,0.83,12.2626361152886
2013-04-08,6.01,0.39,0.83,10.5934204491202
2013-03-19,5.81,0.65,0.83,11.3876267050719
2014-01-25,11.77,1.76,0.83,11.6207782169692
2014-01-28,6.34,1.96,0.83,11.3448047011651
2013-12-08,11.24,2.53,0.83,12.0805413023823
2012-11-05,7.08,2.62,0.83,11.3905215588406
2014-01-13,6.98,2.68,0.83,11.3645537183196
2014-02-17,10.67,2.84,0.83,10.9795659881978
2012-04-19,12.46,2.92,0.83,10.6927654697702
2013-11-05,12.39,2.98,0.83,10.7103691212028
2012-12-29,11.97,3.69,0.83,11.6741681163221
2014-01-16,10.72,3.91,0.83,10.9503075430203
2013-12-30,10.22,4.21,0.83,11.8136104249265
2014-01-18,7.53,4.83,0.83,11.5465703025207
2012-10-05,14.89,5.86,0.83,9.56259996175493
2011-12-25,11.98,5.93,0.83,12.9494285674603
2013-11-07,14.7,6.25,0.83,10.1193467019476
2013-06-10,16.96,6.87,0.83,8.57619299859603
2012-02-24,14.43,7.01,0.83,11.5331957622195
2013-10-11,14.17,7.6,0.83,9.8737308507775
2012-06-11,12.87,10.46,0.83,9.44455727455651
2012-07-01,17.58,12.47,0.83,8.68717965860266
2013-08-24,22.74,13.18,0.83,8.26301637672824
2012-07-12,19.26,14.21,0.83,8.24025363211538
2012-12-06,0.37,-5.79,0.84,13.0057500015738
2012-12-02,2.71,-4.97,0.84,13.7155289448082
2011-12-18,1.98,-4.12,0.84,14.7322714275
2012-01-31,1.13,-2.95,0.84,13.8905180736661
2012-12-05,-0.07,-2.82,0.84,12.7365271339182
2013-12-29,4.44,-2.77,0.84,11.9735927875759
2013-01-28,10.54,-0.68,0.84,12.3470513184713
2011-12-12,5.94,-0.64,0.84,11.9519583324074
2013-02-17,7.33,0.27,0.84,12.0296353172754
2014-02-10,7.07,0.89,0.84,11.2641751736048
2014-01-04,6.66,1.16,0.84,11.9950962923514
2011-12-30,10.27,1.71,0.84,12.4042092489051
2013-05-23,6.24,1.79,0.84,8.90278416695295
2013-12-23,11.95,2.07,0.84,12.0463251759005
2012-10-14,13.03,2.83,0.84,10.7456926434898
2012-10-30,10.92,3.44,0.84,10.8085337927885
2012-12-27,5.36,3.64,0.84,11.8428621187046
2012-02-22,10.47,3.94,0.84,12.8836076937179
2014-02-20,12.5,3.95,0.84,10.5738353968038
2012-10-12,11.53,4.01,0.84,9.61199562837324
2012-01-11,11.19,4.79,0.84,11.9812074606061
2012-02-17,11.83,4.96,0.84,12.4417173919837
2012-01-09,12.33,5.51,0.84,12.4490494101176
2013-09-16,13.7,5.6,0.84,8.95260099350277
2013-09-18,15.86,6.46,0.84,8.87898643248615
2011-12-26,12.91,6.91,0.84,11.0655767219577
2012-02-23,16.98,10.34,0.84,11.6221289532238
2012-04-30,17.24,11.28,0.84,9.33754997640929
2013-05-19,16.87,11.38,0.84,9.23372603556509
2012-06-20,19.08,11.52,0.84,8.03548105199131
2012-07-30,20.19,11.52,0.84,8.08181234275484
2013-10-16,17.29,11.82,0.84,9.9731177152337
2012-07-09,17.46,13.28,0.84,8.49631924163364
2013-08-15,21.73,16.98,0.84,7.80067436961546
2013-01-18,-2.04,-7.8,0.85,14.0458393609122
2013-11-20,3.21,-4.81,0.85,11.8338616216373
2013-01-15,0.89,-3.16,0.85,12.9437203566007
2013-12-25,4.98,0.23,0.85,12.5428469510484
2014-01-10,10.14,0.34,0.85,11.2469911448249
2012-11-01,11.46,0.85,0.85,10.7816885860688
2011-12-23,11.44,0.99,0.85,12.2549894214286
2013-03-16,3.91,1.78,0.85,12.186486909458
2013-02-01,5.33,2.49,0.85,11.5806355520328
2013-12-31,10.36,2.79,0.85,11.9139172398313
2012-01-19,11.51,3.28,0.85,12.2747607724138
2012-02-27,11.15,3.69,0.85,12.196422460928
2013-12-07,6.32,4.02,0.85,11.9242619130859
2014-01-08,11.62,4.53,0.85,11.0061509800784
2013-11-12,13.11,4.61,0.85,10.4047125775656
2013-12-13,11.73,5.42,0.85,11.3921246323811
2013-01-04,10.79,5.7,0.85,11.4170197710684
2012-09-27,17.07,7.44,0.85,9.25459839417671
2012-05-01,13.81,7.76,0.85,9.20682369256198
2012-02-29,12.74,8.36,0.85,11.5166678478055
2012-10-01,16.44,10.87,0.85,9.59029503021869
2012-10-17,16.04,12.15,0.85,9.77540481074986
2012-07-15,17.15,13.05,0.85,8.63847563729171
2013-10-07,19.62,13.36,0.85,8.94882155080676
2012-08-28,19.69,13.66,0.85,8.04810268763125
2013-10-25,16.66,14.34,0.85,9.18184058475164
2012-07-08,18,14.38,0.85,9.07939085828317
2012-07-17,18.52,14.91,0.85,8.14688248964135
2012-07-03,21.44,16.12,0.85,8.32674159614846
2013-01-19,-2.56,-5.37,0.86,14.7039191198655
2011-12-17,1.72,-3.56,0.86,13.5119678539286
2013-01-26,4.69,-2.16,0.86,12.8488882614923
2012-01-14,5.77,-1.79,0.86,13.4962984068337
2013-02-09,2.1,-0.57,0.86,12.8583726062739
2013-03-20,3.49,0.18,0.86,11.6632140210701
2012-01-28,4.04,1.08,0.86,13.3679566806859
2011-11-28,12.58,1.31,0.86,9.10338181454545
2012-04-28,14.89,1.49,0.86,10.7189218314159
2012-11-07,7.64,2.35,0.86,11.2462700933201
2012-12-18,7.12,2.47,0.86,11.9581924326032
2012-12-17,6.39,3.08,0.86,11.9420213495386
2014-01-01,11.34,3.18,0.86,12.3025863898608
2012-12-15,11.17,4.32,0.86,12.4537583213821
2012-04-22,7.28,4.53,0.86,10.6759580239365
2012-03-13,10.89,4.71,0.86,10.9968856568607
2013-09-14,15.36,5.13,0.86,9.29198262381134
2013-12-21,11.95,5.58,0.86,12.1239978481409
2013-10-10,13.16,5.62,0.86,9.29505780576148
2012-05-03,7.18,5.89,0.86,10.0189359171752
2013-10-23,16.91,6.83,0.86,9.17752810922218
2012-11-14,12.62,7.08,0.86,10.6868372477758
2012-09-22,12.31,7.69,0.86,8.99276145630115
2012-12-23,13.08,7.75,0.86,11.9345226692057
2012-02-28,13.86,8.12,0.86,11.5684468601449
2012-10-04,15.65,8.34,0.86,9.34351764151313
2013-05-27,12.13,9.12,0.86,8.55665845403136
2013-05-29,14.69,10.79,0.86,9.11234303781262
2012-06-06,17.29,12.6,0.86,8.42571451266491
2013-10-24,18.47,13.16,0.86,9.2018483147642
2013-09-24,20.87,13.67,0.86,8.51779425342912
2013-10-21,18.04,13.79,0.86,9.47261790161694
2013-06-11,17.01,14.16,0.86,8.45881957720382
2013-07-29,21.02,15.7,0.86,7.9075539192068
2012-12-13,-1.1,-3.72,0.87,13.3223444290883
2012-11-06,7.17,-1.72,0.87,11.5324599924873
2014-01-05,11.96,-0.88,0.87,12.6112740641051
2013-11-16,8.36,-0.1,0.87,11.2957998828638
2011-12-02,5.33,0.46,0.87,10.145910005
2012-12-03,10.22,0.57,0.87,12.3932922025692
2014-02-19,10.13,2.65,0.87,10.6746236023562
2012-04-17,10.01,2.76,0.87,10.6174434014384
2014-01-17,5.71,2.83,0.87,11.1387360642505
2014-01-22,10.02,3.08,0.87,11.1095600868597
2013-04-12,11.42,3.3,0.87,10.3722930491566
2014-02-18,10.13,3.83,0.87,10.7818979815532
2012-03-12,13.86,4.46,0.87,10.9877274663839
2013-04-11,11.51,4.87,0.87,10.5597506942169
2012-03-17,10.75,5.11,0.87,11.8322221155769
2012-10-06,13.64,5.17,0.87,9.57075800873047
2011-12-22,12.14,5.37,0.87,11.8394032659401
2013-01-08,11.23,6.9,0.87,11.239405150671
2012-01-10,11.29,7.25,0.87,11.9761538386946
2013-05-28,12.79,7.59,0.87,8.9954750800448
2013-11-17,9.57,7.78,0.87,11.8816185322394
2013-11-28,9.38,7.97,0.87,11.0534845068603
2013-09-20,18.24,10.33,0.87,8.80031623223583
2013-10-06,18.57,10.37,0.87,9.37681194638878
2013-06-27,20.25,12.56,0.87,8.10337579638441
2012-09-01,18.37,12.57,0.87,8.3001495484142
2013-09-11,18.02,12.58,0.87,8.83915397771418
2013-10-20,17.53,13.26,0.87,10.1657353230606
2013-10-01,19.1,13.62,0.87,8.91894433675624
2013-10-04,17.94,13.67,0.87,8.70288308711845
2013-10-03,20.84,15.23,0.87,8.8808794390862
2012-02-12,2.73,-6.26,0.88,15.8786342871429
2013-01-22,-1.43,-5.09,0.88,13.5269712726727
2012-12-01,2.61,-4.31,0.88,13.1217524407414
2013-01-14,0.94,-3.4,0.88,13.1828340586238
2011-12-16,0.99,-2.65,0.88,13.3760801416031
2012-11-30,2.52,-2.57,0.88,12.3005726941049
2012-10-27,6.89,-0.94,0.88,11.2994297103261
2013-03-17,5.13,-0.32,0.88,12.5777825527296
2011-12-11,5.72,0.11,0.88,13.7491741373134
2012-11-11,8.39,0.46,0.88,12.0249497089544
2012-12-26,10.18,1.34,0.88,11.6725711951206
2012-04-24,11.94,2.27,0.88,10.0326027908213
2013-12-18,10.29,2.42,0.88,11.2999232883757
2013-10-14,12.58,6.51,0.88,10.0308578288761
2013-11-06,14.87,6.77,0.88,10.4785114663519
2012-11-17,12.44,7.04,0.88,11.4896696799855
2013-09-08,10.63,8.03,0.88,8.84021521130385
2012-11-13,14.66,10.06,0.88,10.704661240586
2012-09-25,15.14,10.07,0.88,9.22081783264438
2012-09-23,15.2,11.51,0.88,10.48501289071
2012-07-13,16.44,13.13,0.88,8.22849077287381
2012-08-24,20.93,15.04,0.88,7.89937266407726
2012-10-28,6.89,-0.94,0.882916666666667,12.0645978260145
2013-10-27,6.89,-0.94,0.882916666666667,10.1673871770312
2012-12-11,1.26,-2.49,0.89,11.7740591522612
2012-01-29,2.68,-0.24,0.89,14.1275866371841
2014-01-20,8.44,1.3,0.89,11.4308828747778
2014-01-21,6.26,1.97,0.89,11.3706013415024
2012-12-16,7.78,3.01,0.89,12.7608482267909
2013-12-09,11.01,3.17,0.89,11.2236781246094
2012-12-25,6.49,3.86,0.89,12.5093124209066
2012-11-23,10.7,3.97,0.89,11.0147053721469
2012-12-28,12.34,3.99,0.89,11.768871214366
2013-11-27,10.32,4.12,0.89,11.2999243954014
2012-10-29,12.4,5.47,0.89,11.005619020471
2012-04-08,10.81,5.58,0.89,10.6163328348507
2013-12-16,12.89,6.56,0.89,11.1700610692895
2011-11-24,12.93,7.01,0.89,8.536479996
2013-01-29,13.09,7.09,0.89,11.61870890213
2013-09-13,13.85,7.1,0.89,8.82940404737445
2012-10-10,14.99,7.37,0.89,9.63637158359646
2011-12-31,12.57,10.66,0.89,12.4360218951338
2013-11-01,13.97,11.48,0.89,9.82178135166635
2013-09-23,21.47,11.53,0.89,8.81850565127419
2013-10-31,13.11,11.61,0.89,9.97030379497207
2013-10-19,17.04,12.16,0.89,9.62103694427554
2012-09-30,16.24,12.37,0.89,10.1497844155844
2013-09-22,19.64,13.03,0.89,9.5127087561027
2012-07-07,18.77,14.28,0.89,8.4453850612709
2013-01-21,1.08,-4.23,0.9,13.6400919818397
2014-01-12,6.06,-1.79,0.9,12.752337201987
2012-02-13,3.42,-1.33,0.9,14.3054505665254
2012-03-04,7.01,-0.88,0.9,13.4635063580347
2014-01-29,2.53,0.18,0.9,11.8007765057256
2013-03-09,7.53,0.97,0.9,11.5598780610794
2013-11-09,7.04,1.24,0.9,11.3069205703875
2013-01-09,9.13,1.77,0.9,11.3348165006165
2013-11-08,11,2.54,0.9,10.5311736437584
2013-12-17,7.08,2.72,0.9,11.370127618027
2014-01-15,11.19,2.89,0.9,11.1848494391458
2013-04-10,11.3,2.98,0.9,10.3913719418458
2012-11-27,6.07,3.08,0.9,11.6814518979566
2012-01-01,12.59,4.86,0.9,12.4662652051095
2012-01-25,8.59,5.72,0.9,12.5534952612903
2012-05-02,7.73,5.92,0.9,9.28573214308036
2012-11-20,13.46,10.88,0.9,11.1047924795011
2013-09-21,18.89,14.25,0.9,9.04583946362069
2012-05-09,17.12,14.44,0.9,9.48135499318542
2013-08-23,19.59,14.94,0.9,7.82022996293547
2012-07-02,18.81,15.52,0.9,8.57434107323481
2013-08-21,21.34,16.81,0.9,7.68057386971136
2013-01-20,-0.46,-5.88,0.91,15.0218996733006
2013-01-16,-0.15,-4.7,0.91,13.1475355111535
2012-12-12,1.8,-3.83,0.91,13.2632607213316
2013-03-18,7.06,-1.32,0.91,11.8165725891348
2013-02-26,1.8,-1.18,0.91,12.573332295915
2013-01-02,10.82,0.23,0.91,12.0166554789006
2014-01-31,5.27,0.29,0.91,11.8579569248765
2014-01-30,5.86,0.61,0.91,11.6851688718349
2013-11-11,12.63,1.21,0.91,11.0079090206631
2013-12-10,7.65,2.06,0.91,11.3784299968518
2012-11-10,10.31,3.38,0.91,11.421789797775
2012-04-18,8.05,3.41,0.91,10.7933208024257
2012-11-21,11.87,3.42,0.91,11.3239184742589
2012-12-21,7.58,4.44,0.91,11.7767963030265
2012-03-02,8.23,4.77,0.91,11.8473117035921
2012-11-26,10.69,5,0.91,11.5082332729837
2012-12-24,12.3,5.49,0.91,12.0538786494105
2013-12-15,12.54,6.2,0.91,12.257546770274
2013-10-13,11.34,6.28,0.91,10.9675072976373
2013-10-15,14.87,6.42,0.91,9.64234974045376
2013-01-03,11.41,7.07,0.91,11.3992211533019
2012-10-19,14.01,8.9,0.91,10.1550247312942
2012-10-24,13.61,10.09,0.91,9.78420370344701
2013-10-17,17.16,10.5,0.91,9.47103368658325
2013-10-18,17.52,13.21,0.91,9.360215124264
2013-03-23,-2.27,-4.48,0.92,13.4292708131623
2012-12-14,10.34,-0.92,0.92,13.0831425731138
2013-12-26,4.53,-0.06,0.92,11.6558585151675
2012-02-06,4.08,0.15,0.92,14.0466916030534
2012-12-19,4.49,0.96,0.92,12.4012659286387
2012-11-04,7.03,1.18,0.92,12.6180360440862
2012-04-27,10.03,2.18,0.92,9.65954658007929
2012-11-12,12.18,3.72,0.92,11.402977572382
2012-11-16,7.75,4.89,0.92,11.2775345388065
2013-11-18,8.54,5.02,0.92,11.044271902528
2013-01-07,7.31,5.24,0.92,11.6575829856884
2012-11-15,9.07,5.43,0.92,10.9394820950814
2013-01-05,10.66,5.76,0.92,11.7098355089953
2013-10-12,11.47,6.46,0.92,9.59702380887097
2012-10-07,12.22,8.84,0.92,10.21282835372
2012-05-08,15.18,10.78,0.92,9.21898375255889
2012-10-23,16.18,13.08,0.92,10.0804348464804
2013-02-10,1.58,-4.17,0.93,13.5981282156848
2013-02-11,-1.66,-3.92,0.93,13.0586748727753
2013-01-11,5.7,-1.42,0.93,12.1099493560174
2013-12-11,6.34,0.46,0.93,11.7077109589628
2012-01-18,11.92,2.05,0.93,12.7892092528634
2011-11-23,10.36,2.18,0.93,6.95269231538462
2013-03-07,7.99,6.67,0.93,10.8894692678138
2013-10-02,18.68,14.03,0.93,8.92958875396277
2011-12-19,4.02,-3.67,0.94,13.7744709716129
2013-12-12,7.28,-0.88,0.94,11.641280485046
2013-01-10,2.36,-0.48,0.94,12.0667892249773
2011-12-21,12.14,3.84,0.94,12.1485701985673
2012-10-20,12.41,10.19,0.94,10.1418403647463
2012-01-24,8.56,-1.04,0.95,12.8722519374031
2012-06-02,12.19,10.97,0.95,8.44687436407378
2012-06-10,13.28,10.97,0.95,9.117167904172
2012-10-18,13.21,11.98,0.95,9.61126757649589
2013-09-12,18.3,14.82,0.95,8.56575233891541
2012-02-05,1.81,-4.68,0.96,15.9402381719243
2012-12-20,7.93,2.82,0.96,12.24311350458
2012-12-22,13.07,4.44,0.96,12.3587841216422
2013-01-06,6.98,5.08,0.96,12.4222632910543
2013-03-08,9.04,6.61,0.96,10.9301702281503
2012-10-22,14.05,12.46,0.96,10.2236387820314
2012-11-24,7.11,2.99,0.97,12.0949148140351
2012-10-21,14.79,12.02,0.98,10.9519319698141
